ramrod	ɹ æ m ɹ ɒ d	ɹ æ m . ɹ ɒ d
ramrods	ɹ æ m ɹ ɒ d z	ɹ æ m . ɹ ɒ d z
rams	ɹ æ m z	ɹ æ m z
ramshackle	ɹ æ m ʃ æ k l̩	ɹ æ m . ʃ æ . k l̩
ran	ɹ æ n	ɹ æ n
ran across	ɹ æ n ə k ɹ ɒ s	ɹ æ n . ə . k ɹ ɒ s
ran after	ɹ æ n ɑː f t ə	ɹ æ n . ɑː f . t ə
ran along	ɹ æ n ə l ɒ ŋ	ɹ æ n . ə . l ɒ ŋ
ran around	ɹ æ n ə ɹ aʊ n d	ɹ æ n . ə . ɹ aʊ n d
ran at	ɹ æ n æ t	ɹ æ n . æ t
ran away	ɹ æ n ə w eɪ	ɹ æ n . ə . w eɪ
ran away with	ɹ æ n ə w eɪ w ɪ ð	ɹ æ n . ə . w eɪ . w ɪ ð
ran back	ɹ æ n b æ k	ɹ æ n . b æ k
ran back over	ɹ æ n b æ k əʊ v ə	ɹ æ n . b æ k . əʊ . v ə
ran down	ɹ æ n d aʊ n	ɹ æ n . d aʊ n
ran in	ɹ æ n ɪ n	ɹ æ n . ɪ n
ran into	ɹ æ n ɪ n t uː	ɹ æ n . ɪ n . t uː
ran off	ɹ æ n ɒ f	ɹ æ n . ɒ f
ran off with	ɹ æ n ɒ f w ɪ ð	ɹ æ n . ɒ f . w ɪ ð
ran on	ɹ æ n ɒ n	ɹ æ n . ɒ n
ran out	ɹ æ n aʊ t	ɹ æ n . aʊ t
ran out of	ɹ æ n aʊ t ɒ v	ɹ æ n . aʊ t . ɒ v
ran out on	ɹ æ n aʊ t ɒ n	ɹ æ n . aʊ t . ɒ n
ran over	ɹ æ n əʊ v ə	ɹ æ n . əʊ . v ə
ran through	ɹ æ n θ ɹ uː	ɹ æ n . θ ɹ uː
ran to	ɹ æ n t uː	ɹ æ n . t uː
ran up	ɹ æ n ʌ p	ɹ æ n . ʌ p
ran up against	ɹ æ n ʌ p ə ɡ ɛ n s t	ɹ æ n . ʌ p . ə . ɡ ɛ n s t
ran upon	ɹ æ n ə p ɒ n	ɹ æ n . ə . p ɒ n
ranch	ɹ ɑː n t͡ʃ	ɹ ɑː n t͡ʃ
ranch house	ɹ ɑː n t͡ʃ h aʊ s	ɹ ɑː n t͡ʃ . h aʊ s
ranch houses	ɹ ɑː n t͡ʃ h aʊ z ɪ z	ɹ ɑː n t͡ʃ . h aʊ . z ɪ z
rancher	ɹ ɑː n t͡ʃ ə	ɹ ɑː n . t͡ʃ ə
ranchers	ɹ ɑː n t͡ʃ ə z	ɹ ɑː n . t͡ʃ ə z
ranches	ɹ ɑː n t͡ʃ ɪ z	ɹ ɑː n . t͡ʃ ɪ z
rancid	ɹ æ n s ɪ d	ɹ æ n . s ɪ d
rancidity	ɹ æ n s ɪ d ə t ɪ	ɹ æ n . s ɪ . d ə . t ɪ
rancorous	ɹ æ ŋ k ə ɹ ə s	ɹ æ ŋ . k ə . ɹ ə s
rancorously	ɹ æ ŋ k ə ɹ ə s l ɪ	ɹ æ ŋ . k ə . ɹ ə s . l ɪ
rancour	ɹ æ ŋ k ə	ɹ æ ŋ . k ə
randier	ɹ æ n d ɪə	ɹ æ n . d ɪə
randiest	ɹ æ n d ɪ ɪ s t	ɹ æ n . d ɪ . ɪ s t
randiness	ɹ æ n d ɪ n ɪ s	ɹ æ n . d ɪ . n ɪ s
random	ɹ æ n d ə m	ɹ æ n . d ə m
random sample	ɹ æ n d ə m s ɑː m p l̩	ɹ æ n . d ə m . s ɑː m . p l̩
random samples	ɹ æ n d ə m s ɑː m p l̩ z	ɹ æ n . d ə m . s ɑː m . p l̩ z
randomly	ɹ æ n d ə m l ɪ	ɹ æ n . d ə m . l ɪ
randomness	ɹ æ n d ə m n ɪ s	ɹ æ n . d ə m . n ɪ s
rands	ɹ æ n d z	ɹ æ n d z
randy	ɹ æ n d ɪ	ɹ æ n . d ɪ
ranee	ɹ ɑː n iː	ɹ ɑː . n iː
ranees	ɹ ɑː n iː z	ɹ ɑː . n iː z
rang	ɹ æ ŋ	ɹ æ ŋ
rang in	ɹ æ ŋ ɪ n	ɹ æ ŋ . ɪ n
rang off	ɹ æ ŋ ɒ f	ɹ æ ŋ . ɒ f
rang out	ɹ æ ŋ aʊ t	ɹ æ ŋ . aʊ t
rang up	ɹ æ ŋ ʌ p	ɹ æ ŋ . ʌ p
rang with	ɹ æ ŋ w ɪ ð	ɹ æ ŋ . w ɪ ð
range	ɹ eɪ n d͡ʒ	ɹ eɪ n d͡ʒ
range over	ɹ eɪ n d͡ʒ əʊ v ə	ɹ eɪ n d͡ʒ . əʊ . v ə
range-finder	ɹ eɪ n d͡ʒ f aɪ n d ə	ɹ eɪ n d͡ʒ . f aɪ n . d ə
range-finders	ɹ eɪ n d͡ʒ f aɪ n d ə z	ɹ eɪ n d͡ʒ . f aɪ n . d ə z
ranged	ɹ eɪ n d͡ʒ d	ɹ eɪ n d͡ʒ d
ranged over	ɹ eɪ n d͡ʒ d əʊ v ə	ɹ eɪ n d͡ʒ d . əʊ . v ə
ranger	ɹ eɪ n d͡ʒ ə	ɹ eɪ n . d͡ʒ ə
rangers	ɹ eɪ n d͡ʒ ə z	ɹ eɪ n . d͡ʒ ə z
ranges	ɹ eɪ n d͡ʒ ɪ z	ɹ eɪ n . d͡ʒ ɪ z
ranges over	ɹ eɪ n d͡ʒ ɪ z əʊ v ə	ɹ eɪ n . d͡ʒ ɪ z . əʊ . v ə
ranging	ɹ eɪ n d͡ʒ ɪ ŋ	ɹ eɪ n . d͡ʒ ɪ ŋ
ranging over	ɹ eɪ n d͡ʒ ɪ ŋ əʊ v ə	ɹ eɪ n . d͡ʒ ɪ ŋ . əʊ . v ə
rani	ɹ ɑː n ɪ	ɹ ɑː . n ɪ
ranis	ɹ ɑː n ɪ z	ɹ ɑː . n ɪ z
rank	ɹ æ ŋ k	ɹ æ ŋ k
rank and file	ɹ æ ŋ k æ n d f aɪ l	ɹ æ ŋ k . æ n d . f aɪ l
ranked	ɹ æ ŋ k t	ɹ æ ŋ k t
rankers	ɹ æ ŋ k ə z	ɹ æ ŋ . k ə z
ranking	ɹ æ ŋ k ɪ ŋ	ɹ æ ŋ . k ɪ ŋ
rankle	ɹ æ ŋ k l̩	ɹ æ ŋ . k l̩
rankled	ɹ æ ŋ k l̩ d	ɹ æ ŋ . k l̩ d
rankles	ɹ æ ŋ k l̩ z	ɹ æ ŋ . k l̩ z
rankling	ɹ æ ŋ k l ɪ ŋ	ɹ æ ŋ . k l ɪ ŋ
rankly	ɹ æ ŋ k l ɪ	ɹ æ ŋ k . l ɪ
ranks	ɹ æ ŋ k s	ɹ æ ŋ k s
ransack	ɹ æ n s æ k	ɹ æ n . s æ k
ransacked	ɹ æ n s æ k t	ɹ æ n . s æ k t
ransacks	ɹ æ n s æ k s	ɹ æ n . s æ k s
ransom	ɹ æ n s ə m	ɹ æ n . s ə m
ransomed	ɹ æ n s ə m d	ɹ æ n . s ə m d
ransomer	ɹ æ n s ə m ə	ɹ æ n . s ə . m ə
ransomers	ɹ æ n s ə m ə z	ɹ æ n . s ə . m ə z
ransoming	ɹ æ n s ə m ɪ ŋ	ɹ æ n . s ə . m ɪ ŋ
ransoms	ɹ æ n s ə m z	ɹ æ n . s ə m z
rant	ɹ æ n t	ɹ æ n t
ranted	ɹ æ n t ɪ d	ɹ æ n . t ɪ d
ranter	ɹ æ n t ə	ɹ æ n . t ə
ranters	ɹ æ n t ə z	ɹ æ n . t ə z
rants	ɹ æ n t s	ɹ æ n t s
rap	ɹ æ p	ɹ æ p
rap out	ɹ æ p aʊ t	ɹ æ p . aʊ t
rapacious	ɹ ə p eɪ ʃ ə s	ɹ ə . p eɪ . ʃ ə s
rapaciously	ɹ ə p eɪ ʃ ə s l ɪ	ɹ ə . p eɪ . ʃ ə s . l ɪ
rapaciousness	ɹ ə p eɪ ʃ ə s	ɹ ə . p eɪ . ʃ ə s
rapacity	ɹ ə p æ s ə t ɪ	ɹ ə . p æ . s ə . t ɪ
rape	ɹ eɪ p	ɹ eɪ p
raped	ɹ eɪ p t	ɹ eɪ p t
rapes	ɹ eɪ p s	ɹ eɪ p s
rapid	ɹ æ p ɪ d	ɹ æ . p ɪ d
rapidity	ɹ ə p ɪ d ə t ɪ	ɹ ə . p ɪ . d ə . t ɪ
rapier	ɹ eɪ p j ə	ɹ eɪ . p j ə
rapier-thrust	ɹ eɪ p j ə θ ɹ ʌ s t	ɹ eɪ . p j ə . θ ɹ ʌ s t
rapier-thrusts	ɹ eɪ p j ə θ ɹ ʌ s t s	ɹ eɪ . p j ə . θ ɹ ʌ s t s
rapiers	ɹ eɪ p j ə z	ɹ eɪ . p j ə z
rapine	ɹ æ p aɪ n	ɹ æ . p aɪ n
raping	ɹ eɪ p ɪ ŋ	ɹ eɪ . p ɪ ŋ
rapist	ɹ eɪ p ɪ s t	ɹ eɪ . p ɪ s t
rapists	ɹ eɪ p ɪ s t s	ɹ eɪ . p ɪ s t s
rapped	ɹ æ p t	ɹ æ p t
rapped out	ɹ æ p t aʊ t	ɹ æ p t . aʊ t
rapping	ɹ æ p ɪ ŋ	ɹ æ . p ɪ ŋ
rapping out	ɹ æ p ɪ ŋ aʊ t	ɹ æ . p ɪ ŋ . aʊ t
rapport	ɹ æ p ɔː	ɹ æ . p ɔː
rapports	ɹ æ p ɔː z	ɹ æ . p ɔː z
rapprochement	ɹ æ p ɹ ɒ ʃ m ɑ̃ː ŋ	ɹ æ . p ɹ ɒ ʃ . m ɑ̃ː ŋ
raps	ɹ æ p s	ɹ æ p s
rapscallion	ɹ æ p s k æ l j ə n	ɹ æ p . s k æ l . j ə n
rapt	ɹ æ p t	ɹ æ p t
raptly	ɹ æ p t l ɪ	ɹ æ p t . l ɪ
rapture	ɹ æ p t͡ʃ ə	ɹ æ p . t͡ʃ ə
raptures	ɹ æ p t͡ʃ ə z	ɹ æ p . t͡ʃ ə z
rapturous	ɹ æ p t͡ʃ ə ɹ ə s	ɹ æ p . t͡ʃ ə . ɹ ə s
rapturously	ɹ æ p t͡ʃ ə ɹ ə s l ɪ	ɹ æ p . t͡ʃ ə . ɹ ə s . l ɪ
rare	ɹ ɛə	ɹ ɛə
rare earth	ɹ ɛə ɹ ɜː θ	ɹ ɛə . ɹ ɜː θ
rare earths	ɹ ɛə ɹ ɜː θ s	ɹ ɛə . ɹ ɜː θ s
rarebit	ɹ ɛə b ɪ t	ɹ ɛə . b ɪ t
rarebits	ɹ ɛə b ɪ t s	ɹ ɛə . b ɪ t s
rarefaction	ɹ ɛə ɹ ɪ f æ k ʃ n̩	ɹ ɛə . ɹ ɪ . f æ k . ʃ n̩
rarefied	ɹ ɛə ɹ ɪ f aɪ d	ɹ ɛə . ɹ ɪ . f aɪ d
rarefy	ɹ ɛə ɹ ɪ f aɪ	ɹ ɛə . ɹ ɪ . f aɪ
rarefying	ɹ ɛə ɹ ɪ f aɪ ɪ ŋ	ɹ ɛə . ɹ ɪ . f aɪ . ɪ ŋ
rarer	ɹ ɛə ɹ ə	ɹ ɛə . ɹ ə
rarest	ɹ ɛə ɹ ɪ s t	ɹ ɛə . ɹ ɪ s t
raring	ɹ ɛə ɹ ɪ ŋ	ɹ ɛə . ɹ ɪ ŋ
rarities	ɹ ɛə ɹ ə t ɪ z	ɹ ɛə . ɹ ə . t ɪ z
rarity	ɹ ɛə ɹ ə t ɪ	ɹ ɛə . ɹ ə . t ɪ
rascal	ɹ ɑː s k ə l	ɹ ɑː s . k ə l
rascally	ɹ ɑː s k ə l ɪ	ɹ ɑː s . k ə . l ɪ
rascals	ɹ ɑː s k ə l z	ɹ ɑː s . k ə l z
rash	ɹ æ ʃ	ɹ æ ʃ
rasher	ɹ æ ʃ ə	ɹ æ . ʃ ə
rashers	ɹ æ ʃ ə z	ɹ æ . ʃ ə z
rashes	ɹ æ ʃ ɪ z	ɹ æ . ʃ ɪ z
rashest	ɹ æ ʃ ɪ s t	ɹ æ . ʃ ɪ s t
rasp	ɹ ɑː s p	ɹ ɑː s p
raspberries	ɹ ɑː z b ə ɹ ɪ z	ɹ ɑː z . b ə . ɹ ɪ z
raspberry	ɹ ɑː z b ə ɹ ɪ	ɹ ɑː z . b ə . ɹ ɪ
rasped	ɹ ɑː s p t	ɹ ɑː s p t
rasping	ɹ ɑː s p ɪ ŋ	ɹ ɑː . s p ɪ ŋ
raspingly	ɹ ɑː s p ɪ ŋ l ɪ	ɹ ɑː s . p ɪ ŋ . l ɪ
rasps	ɹ ɑː s p s	ɹ ɑː s p s
rat	ɹ æ t	ɹ æ t
rat-a-tat-tat	ɹ æ t ə t æ t æ t	ɹ æ . t ə . t æ . t æ t
rat-tail	ɹ æ t t eɪ l	ɹ æ t . t eɪ l
rat-tails	ɹ æ t t eɪ l z	ɹ æ t . t eɪ l z
ratch	ɹ æ t͡ʃ	ɹ æ t͡ʃ
ratches	ɹ æ t͡ʃ ɪ z	ɹ æ . t͡ʃ ɪ z
ratchet	ɹ æ t͡ʃ ɪ t	ɹ æ . t͡ʃ ɪ t
ratchets	ɹ æ t͡ʃ ɪ t s	ɹ æ . t͡ʃ ɪ t s
rate	ɹ eɪ t	ɹ eɪ t
rate of exchange	ɹ eɪ t ɒ v ɪ k s t͡ʃ eɪ n d͡ʒ	ɹ eɪ t . ɒ v . ɪ k s . t͡ʃ eɪ n d͡ʒ
rateability	ɹ eɪ t ə b ɪ l ə t ɪ	ɹ eɪ . t ə . b ɪ . l ə . t ɪ
rateable	ɹ eɪ t ə b l̩	ɹ eɪ . t ə . b l̩
rated	ɹ eɪ t ɪ d	ɹ eɪ . t ɪ d
ratepayer	ɹ eɪ t p eɪ ə	ɹ eɪ t . p eɪ . ə
ratepayers	ɹ eɪ t p eɪ ə z	ɹ eɪ t . p eɪ . ə z
rates	ɹ eɪ t s	ɹ eɪ t s
rates of exchange	ɹ eɪ t s ɒ v ɪ k s t͡ʃ eɪ n d͡ʒ	ɹ eɪ t s . ɒ v . ɪ k s . t͡ʃ eɪ n d͡ʒ
rather	ɹ ɑː ð ə	ɹ ɑː . ð ə
ratification	ɹ æ t ɪ f ɪ k eɪ ʃ n̩	ɹ æ . t ɪ . f ɪ . k eɪ . ʃ n̩
ratified	ɹ æ t ɪ f aɪ d	ɹ æ . t ɪ . f aɪ d
ratifies	ɹ æ t ɪ f aɪ z	ɹ æ . t ɪ . f aɪ z
ratify	ɹ æ t ɪ f aɪ	ɹ æ . t ɪ . f aɪ
rating	ɹ eɪ t ɪ ŋ	ɹ eɪ . t ɪ ŋ
ratings	ɹ eɪ t ɪ ŋ z	ɹ eɪ . t ɪ ŋ z
ratio	ɹ eɪ ʃ ɪ əʊ	ɹ eɪ . ʃ ɪ . əʊ
ratiocinate	ɹ æ t ɪ ɒ s ɪ n eɪ t	ɹ æ . t ɪ . ɒ . s ɪ . n eɪ t
ratiocinated	ɹ æ t ɪ ɒ s ɪ n eɪ t ɪ d	ɹ æ . t ɪ . ɒ . s ɪ . n eɪ . t ɪ d
ratiocinating	ɹ æ t ɪ ɒ s ɪ n eɪ t ɪ ŋ	ɹ æ . t ɪ . ɒ . s ɪ . n eɪ . t ɪ ŋ
ratiocination	ɹ æ t ɪ ɒ s ɪ n eɪ ʃ n̩	ɹ æ . t ɪ . ɒ . s ɪ . n eɪ . ʃ n̩
ration	ɹ æ ʃ n̩	ɹ æ . ʃ n̩
ration book	ɹ æ ʃ n̩ b ʊ k	ɹ æ . ʃ n̩ . b ʊ k
ration books	ɹ æ ʃ n̩ b ʊ k s	ɹ æ . ʃ n̩ . b ʊ k s
ration out	ɹ æ ʃ n̩ aʊ t	ɹ æ . ʃ n̩ . aʊ t
rationale	ɹ æ ʃ ə n ɑː l	ɹ æ . ʃ ə . n ɑː l
rationales	ɹ æ ʃ ə n ɑː l z	ɹ æ . ʃ ə . n ɑː l z
rationalism	ɹ æ ʃ n̩ ə l ɪ z ə m	ɹ æ . ʃ n̩ . ə . l ɪ . z ə m
rationalist	ɹ æ ʃ n̩ ə l ɪ s t	ɹ æ . ʃ n̩ . ə . l ɪ s t
rationalists	ɹ æ ʃ n̩ ə l ɪ s t s	ɹ æ . ʃ n̩ . ə . l ɪ s t s
rationalities	ɹ æ ʃ ə n æ l ə t ɪ z	ɹ æ . ʃ ə . n æ . l ə . t ɪ z
rationality	ɹ æ ʃ ə n æ l ə t ɪ	ɹ æ . ʃ ə . n æ . l ə . t ɪ
rationalization	ɹ æ ʃ n̩ ə l aɪ z eɪ ʃ n̩	ɹ æ . ʃ n̩ . ə . l aɪ . z eɪ . ʃ n̩
rationalize	ɹ æ ʃ n̩ ə l aɪ z	ɹ æ . ʃ n̩ . ə . l aɪ z
rationalized	ɹ æ ʃ n̩ ə l aɪ z d	ɹ æ . ʃ n̩ . ə . l aɪ z d
rationalizes	ɹ æ ʃ n̩ ə l aɪ z ɪ z	ɹ æ . ʃ n̩ . ə . l aɪ . z ɪ z
rationalizing	ɹ æ ʃ n̩ ə l aɪ z ɪ ŋ	ɹ æ . ʃ n̩ . ə . l aɪ . z ɪ ŋ
rationally	ɹ æ ʃ n̩ ə l ɪ	ɹ æ . ʃ n̩ . ə . l ɪ
rationed	ɹ æ ʃ n̩ d	ɹ æ . ʃ n̩ d
rationed out	ɹ æ ʃ n̩ d aʊ t	ɹ æ . ʃ n̩ d . aʊ t
rations	ɹ æ ʃ n̩ z	ɹ æ . ʃ n̩ z
rations out	ɹ æ ʃ n̩ z aʊ t	ɹ æ . ʃ n̩ z . aʊ t
ratios	ɹ eɪ ʃ ɪ əʊ z	ɹ eɪ . ʃ ɪ . əʊ z
ratline	ɹ æ t l ɪ n	ɹ æ t . l ɪ n
ratlines	ɹ æ t l ɪ n z	ɹ æ t . l ɪ n z
rats	ɹ æ t s	ɹ æ t s
rattan	ɹ ə t æ n	ɹ ə . t æ n
rattans	ɹ ə t æ n z	ɹ ə . t æ n z
ratted	ɹ æ t ɪ d	ɹ æ . t ɪ d
ratter	ɹ æ t ə	ɹ æ . t ə
ratters	ɹ æ t ə z	ɹ æ . t ə z
ratting	ɹ æ t ɪ ŋ	ɹ æ . t ɪ ŋ
rattle	ɹ æ t l̩	ɹ æ . t l̩
rattle off	ɹ æ t l̩ ɒ f	ɹ æ . t l̩ . ɒ f
rattle on	ɹ æ t l̩ ɒ n	ɹ æ . t l̩ . ɒ n
rattle through	ɹ æ t l̩ θ ɹ uː	ɹ æ . t l̩ . θ ɹ uː
rattle-pated	ɹ æ t l̩ p eɪ t ɪ d	ɹ æ . t l̩ . p eɪ . t ɪ d
rattlebrained	ɹ æ t l̩ b ɹ eɪ n d	ɹ æ . t l̩ . b ɹ eɪ n d
rattled	ɹ æ t l̩ d	ɹ æ . t l̩ d
rattled off	ɹ æ t l̩ d ɒ f	ɹ æ . t l̩ d . ɒ f
rattled on	ɹ æ t l̩ d ɒ n	ɹ æ . t l̩ d . ɒ n
rattled through	ɹ æ t l̩ d θ ɹ uː	ɹ æ . t l̩ d . θ ɹ uː
rattler	ɹ æ t l̩ ə	ɹ æ . t l̩ . ə
rattles	ɹ æ t l̩ z	ɹ æ . t l̩ z
rattles off	ɹ æ t l̩ z ɒ f	ɹ æ . t l̩ z . ɒ f
rattles on	ɹ æ t l̩ z ɒ n	ɹ æ . t l̩ z . ɒ n
rattlesnake	ɹ æ t l̩ s n eɪ k	ɹ æ . t l̩ . s n eɪ k
rattletrap	ɹ æ t l̩ t ɹ æ p	ɹ æ . t l̩ . t ɹ æ p
rattling	ɹ æ t l̩ ɪ ŋ	ɹ æ . t l̩ . ɪ ŋ
rattling off	ɹ æ t l̩ ɪ ŋ ɒ f	ɹ æ . t l̩ . ɪ ŋ . ɒ f
rattling on	ɹ æ t l̩ ɪ ŋ ɒ n	ɹ æ . t l̩ . ɪ ŋ . ɒ n
rattling through	ɹ æ t l̩ ɪ ŋ θ ɹ uː	ɹ æ . t l̩ . ɪ ŋ . θ ɹ uː
ratty	ɹ æ t ɪ	ɹ æ . t ɪ
raucous	ɹ ɔː k ə s	ɹ ɔː . k ə s
raucously	ɹ ɔː k ə s l ɪ	ɹ ɔː . k ə s . l ɪ
raucousness	ɹ ɔː k ə s n ɪ s	ɹ ɔː . k ə s . n ɪ s
raunchier	ɹ ɔː n t͡ʃ ɪə	ɹ ɔː n . t͡ʃ ɪə
raunchiest	ɹ ɔː n t͡ʃ ɪ ɪ s t	ɹ ɔː n . t͡ʃ ɪ . ɪ s t
raunchiness	ɹ ɔː n t͡ʃ ɪ n ɪ s	ɹ ɔː n . t͡ʃ ɪ . n ɪ s
raunchy	ɹ ɔː n t͡ʃ ɪ	ɹ ɔː n . t͡ʃ ɪ
ravage	ɹ æ v ɪ d͡ʒ	ɹ æ . v ɪ d͡ʒ
ravaged	ɹ æ v ɪ d͡ʒ d	ɹ æ . v ɪ d͡ʒ d
ravages	ɹ æ v ɪ d͡ʒ ɪ z	ɹ æ . v ɪ . d͡ʒ ɪ z
ravaging	ɹ æ v ɪ d͡ʒ ɪ ŋ	ɹ æ . v ɪ . d͡ʒ ɪ ŋ
rave	ɹ eɪ v	ɹ eɪ v
rave about	ɹ eɪ v ə b aʊ t	ɹ eɪ v . ə . b aʊ t
rave-up	ɹ eɪ v ʌ p	ɹ eɪ v . ʌ p
rave-ups	ɹ eɪ v ʌ p s	ɹ eɪ v . ʌ p s
raved	ɹ eɪ v d	ɹ eɪ v d
raved about	ɹ eɪ v d ə b aʊ t	ɹ eɪ v d . ə . b aʊ t
ravel	ɹ æ v l̩	ɹ æ . v l̩
ravelled	ɹ æ v l̩ d	ɹ æ . v l̩ d
ravelling	ɹ æ v l̩ ɪ ŋ	ɹ æ . v l̩ . ɪ ŋ
ravels	ɹ æ v l̩ z	ɹ æ . v l̩ z
raven	ɹ eɪ v n̩	ɹ eɪ . v n̩
raven	ɹ æ v n̩	ɹ æ . v n̩
raven-haired	ɹ eɪ v n̩ h ɛə d	ɹ eɪ . v n̩ . h ɛə d
ravened	ɹ æ v n̩ d	ɹ æ . v n̩ d
ravening	ɹ æ v n̩ ɪ ŋ	ɹ æ . v n̩ . ɪ ŋ
ravenous	ɹ æ v ə n ə s	ɹ æ . v ə . n ə s
ravenously	ɹ æ v ə n ə s l ɪ	ɹ æ . v ə . n ə s . l ɪ
ravens	ɹ eɪ v n̩ z	ɹ eɪ . v n̩ z
ravens	ɹ æ v n̩ z	ɹ æ . v n̩ z
raver	ɹ eɪ v ə	ɹ eɪ . v ə
ravers	ɹ eɪ v ə z	ɹ eɪ . v ə z
raves	ɹ eɪ v z	ɹ eɪ v z
ravines	ɹ ə v iː n z	ɹ ə . v iː n z
raving	ɹ eɪ v ɪ ŋ	ɹ eɪ . v ɪ ŋ
raving about	ɹ eɪ v ɪ ŋ ə b aʊ t	ɹ eɪ . v ɪ ŋ . ə . b aʊ t
raviolis	ɹ æ v ɪ əʊ l ɪ z	ɹ æ . v ɪ . əʊ . l ɪ z
ravish	ɹ æ v ɪ ʃ	ɹ æ . v ɪ ʃ
ravished	ɹ æ v ɪ ʃ t	ɹ æ . v ɪ ʃ t
ravishes	ɹ æ v ɪ ʃ ɪ z	ɹ æ . v ɪ . ʃ ɪ z
ravishing	ɹ æ v ɪ ʃ ɪ ŋ	ɹ æ . v ɪ . ʃ ɪ ŋ
ravishingly	ɹ æ v ɪ ʃ ɪ ŋ l ɪ	ɹ æ . v ɪ . ʃ ɪ ŋ . l ɪ
ravishments	ɹ æ v ɪ ʃ m ə n t s	ɹ æ . v ɪ ʃ . m ə n t s
raw	ɹ ɔː	ɹ ɔː
raw deal	ɹ ɔː d iː l	ɹ ɔː . d iː l
raw material	ɹ ɔː m ə t ɪə ɹ ɪə l	ɹ ɔː . m ə . t ɪə . ɹ ɪə l
raw materials	ɹ ɔː m ə t ɪə ɹ ɪə l z	ɹ ɔː . m ə . t ɪə . ɹ ɪə l z
raw-boned	ɹ ɔː b əʊ n d	ɹ ɔː . b əʊ n d
rawhide	ɹ ɔː h aɪ d	ɹ ɔː . h aɪ d
rawhides	ɹ ɔː h aɪ d z	ɹ ɔː . h aɪ d z
rawly	ɹ ɔː l ɪ	ɹ ɔː . l ɪ
rawness	ɹ ɔː n ɪ s	ɹ ɔː . n ɪ s
ray	ɹ eɪ	ɹ eɪ
rayed	ɹ eɪ d	ɹ eɪ d
raying	ɹ eɪ ɪ ŋ	ɹ eɪ . ɪ ŋ
rayon	ɹ eɪ ɒ n	ɹ eɪ . ɒ n
rays	ɹ eɪ z	ɹ eɪ z
raze	ɹ eɪ z	ɹ eɪ z
razed	ɹ eɪ z d	ɹ eɪ z d
razes	ɹ eɪ z ɪ z	ɹ eɪ . z ɪ z
razing	ɹ eɪ z ɪ ŋ	ɹ eɪ . z ɪ ŋ
razor	ɹ eɪ z ə	ɹ eɪ . z ə
razor's edge	ɹ eɪ z ə z ɛ d͡ʒ	ɹ eɪ . z ə z . ɛ d͡ʒ
razor's edges	ɹ eɪ z ə z ɛ d͡ʒ ɪ z	ɹ eɪ . z ə z . ɛ . d͡ʒ ɪ z
razor-backed	ɹ eɪ z ə b æ k t	ɹ eɪ . z ə . b æ k t
razor-blade	ɹ eɪ z ə b l eɪ d	ɹ eɪ . z ə . b l eɪ d
razor-edge	ɹ eɪ z ə ɹ ɛ d͡ʒ	ɹ eɪ . z ə . ɹ ɛ d͡ʒ
razor-edges	ɹ eɪ z ə ɹ ɛ d͡ʒ ɪ z	ɹ eɪ . z ə . ɹ ɛ . d͡ʒ ɪ z
razorback	ɹ eɪ z ə b æ k	ɹ eɪ . z ə . b æ k
razorbacks	ɹ eɪ z ə b æ k s	ɹ eɪ . z ə . b æ k s
razored	ɹ eɪ z ə d	ɹ eɪ . z ə d
razors	ɹ eɪ z ə z	ɹ eɪ . z ə z
razzle	ɹ æ z ə l	ɹ æ . z ə l
razzle-dazzle	ɹ æ z l̩ d æ z l̩	ɹ æ . z l̩ . d æ . z l̩
re	ɹ eɪ	ɹ eɪ
re-cover	ɹ iː k ʌ v ə	ɹ iː . k ʌ . v ə
re-covered	ɹ iː k ʌ v ə d	ɹ iː . k ʌ . v ə d
re-covering	ɹ iː k ʌ v ə ɹ ɪ ŋ	ɹ iː . k ʌ . v ə . ɹ ɪ ŋ
re-covers	ɹ iː k ʌ v ə z	ɹ iː . k ʌ . v ə z
re-echo	ɹ iː ɛ k əʊ	ɹ iː . ɛ . k əʊ
re-echoed	ɹ iː ɛ k əʊ d	ɹ iː . ɛ . k əʊ d
re-echoing	ɹ iː ɛ k əʊ ɪ ŋ	ɹ iː . ɛ . k əʊ . ɪ ŋ
re-entries	ɹ iː ɛ n t ɹ ɪ z	ɹ iː . ɛ n . t ɹ ɪ z
re-entry	ɹ iː ɛ n t ɹ ɪ	ɹ iː . ɛ n . t ɹ ɪ
re-form	ɹ iː f ɔː m	ɹ iː . f ɔː m
re-formation	ɹ iː f ɔː m eɪ ʃ n̩	ɹ iː . f ɔː . m eɪ . ʃ n̩
re-formations	ɹ iː f ɔː m eɪ ʃ n̩ z	ɹ iː . f ɔː . m eɪ . ʃ n̩ z
re-formed	ɹ iː f ɔː m d	ɹ iː . f ɔː m d
re-forming	ɹ iː f ɔː m ɪ ŋ	ɹ iː . f ɔː . m ɪ ŋ
re-forms	ɹ iː f ɔː m z	ɹ iː . f ɔː m z
re-present	ɹ iː p ɹ ɪ z ɛ n t	ɹ iː . p ɹ ɪ . z ɛ n t
re-presented	ɹ iː p ɹ ɪ z ɛ n t ɪ d	ɹ iː . p ɹ ɪ . z ɛ n . t ɪ d
re-presenting	ɹ iː p ɹ ɪ z ɛ n t ɪ ŋ	ɹ iː . p ɹ ɪ . z ɛ n . t ɪ ŋ
